Date,Time,Crypto,Open,High,Low,Close,Volume,ChangeV,ChangeP
5/13/21,11:00:00,Ethereum,3637.12000000,3765.75000000,3596.02000000,3744.47000000,118368.96317000,-15.3,2.972
5/13/21,10:00:00,Ethereum,3725.28000000,3824.13000000,3600.00000000,3636.38000000,139765.86490000,-21.2,-2.39
5/13/21,9:00:00,Ethereum,3829.06000000,3868.98000000,3646.30000000,3725.63000000,177559.13286000,94.34,-2.7
5/13/21,8:00:00,Ethereum,3968.00000000,3986.85000000,3810.00000000,3829.14000000,91365.12192000,177.2,-3.49
5/13/21,7:00:00,Ethereum,4016.50000000,4025.29000000,3944.00000000,3968.00000000,32951.95099000,-12.4,-1.2
5/13/21,6:00:00,Ethereum,3987.99000000,4025.69000000,3968.13000000,4016.50000000,37651.65418000,-30.2,0.715
5/13/21,5:00:00,Ethereum,3902.11000000,4014.82000000,3901.00000000,3987.98000000,53960.56544000,1.952,2.205
5/13/21,4:00:00,Ethereum,3940.82000000,3980.26000000,3885.59000000,3901.94000000,52927.16910000,-31.2,-0.99
5/13/21,3:00:00,Ethereum,3983.36000000,3983.36000000,3859.90000000,3941.08000000,76985.40981000,8.047,-1.05
5/13/21,2:00:00,Ethereum,3999.03000000,4034.77000000,3960.03000000,3983.07000000,71251.38483000,-12.4,-0.4
5/13/21,1:00:00,Ethereum,3896.36000000,4000.00000000,3887.53000000,3999.14000000,81399.44728000,-70.6,2.637
5/13/21,0:00:00,Ethereum,3810.15000000,3972.64000000,3500.00000000,3896.36000000,277215.21083000,53.74,1.913
5/12/21,23:00:00,Ethereum,4233.85000000,4236.92000000,3701.58000000,3823.21000000,180314.15854000,20.47,-9.69
5/12/21,22:00:00,Ethereum,4124.67000000,4245.00000000,3950.00000000,4233.47000000,149669.49046000,436.4,2.639
5/12/21,21:00:00,Ethereum,4098.96000000,4139.96000000,4076.31000000,4124.61000000,27901.16653000,-49.8,0.625
5/12/21,20:00:00,Ethereum,4084.45000000,4110.00000000,4033.19000000,4098.96000000,55649.65342000,-42,0.368
5/12/21,19:00:00,Ethereum,4012.14000000,4089.80000000,3933.20000000,4083.92000000,95991.88031000,-15.3,1.792
5/12/21,18:00:00,Ethereum,4144.11000000,4169.00000000,3960.69000000,4012.00000000,113419.83355000,73.79,-3.18
5/12/21,17:00:00,Ethereum,4145.66000000,4191.99000000,4107.44000000,4144.10000000,65260.42958000,-49.2,-0.03
5/12/21,16:00:00,Ethereum,4188.94000000,4215.00000000,4065.69000000,4145.66000000,128657.41271000,24.22,-1.03
5/12/21,15:00:00,Ethereum,4317.14000000,4317.15000000,4126.10000000,4189.07000000,103565.69035000,59.66,-2.96
5/12/21,14:00:00,Ethereum,4308.98000000,4372.72000000,4285.54000000,4316.95000000,64865.40649000,34.15,0.184
5/12/21,13:00:00,Ethereum,4291.01000000,4308.98000000,4229.41000000,4308.98000000,48349.89567000,24.71,0.421
5/12/21,12:00:00,Ethereum,4273.91000000,4314.00000000,4255.01000000,4290.89000000,38769.27487000,30.35,0.397
5/12/21,11:00:00,Ethereum,4234.89000000,4282.94000000,4228.48000000,4273.91000000,29742.10534000,-40.4,0.921
5/12/21,10:00:00,Ethereum,4284.12000000,4294.75000000,4220.00000000,4234.89000000,49948.05422000,61.65,-1.14
5/12/21,9:00:00,Ethereum,4308.55000000,4319.28000000,4282.58000000,4284.12000000,30897.48433000,-42.2,-0.56
5/12/21,8:00:00,Ethereum,4306.42000000,4318.66000000,4180.00000000,4308.56000000,53504.18639000,98.66,0.049
5/12/21,7:00:00,Ethereum,4294.47000000,4332.82000000,4285.08000000,4306.42000000,26931.98446000,-52.1,0.292
5/12/21,6:00:00,Ethereum,4327.31000000,4370.00000000,4281.94000000,4293.84000000,56258.21238000,23.34,-0.77
5/12/21,5:00:00,Ethereum,4300.80000000,4340.00000000,4297.42000000,4327.30000000,45612.27896000,-7.77,0.616
5/12/21,4:00:00,Ethereum,4332.12000000,4348.00000000,4273.35000000,4300.80000000,49459.61478000,-20.6,-0.73
5/12/21,3:00:00,Ethereum,4268.51000000,4351.85000000,4246.16000000,4332.81000000,62295.95735000,7.689,1.506
5/12/21,2:00:00,Ethereum,4176.00000000,4268.52000000,4165.11000000,4268.52000000,57847.54735000,101.8,2.215
5/12/21,1:00:00,Ethereum,4195.32000000,4195.60000000,4146.62000000,4176.00000000,28653.02915000,-25.1,-0.46
